node_id,concept,country_of_citizenship,date_of_birth,enwiki_title,handedness,height,inception,mass,name,native_language,nickname,owners,place_of_birth,schools_attended,sex_or_gender,work_period_end,work_period_start
Q1428911,player,United States of America,23 February 1955,Flip Saunders,,180 centimetre,,79 kilogram,Flip Saunders,English,,,Cleveland,Cuyahoga Heights High School; Carlson School of Management; University of Minnesota,male,,
Q1450899,player,United States of America,01 March 1922,Fred Scolari,,178 centimetre,,82 kilogram,Fred Scolari,English,,,San Francisco,Galileo Academy of Science and Technology; University of San Francisco,male,,
Q30129582,player,United States of America,19 November 1992,Zach Lofton,,75 inch,,180 pound,Zach Lofton,,,,Saint Paul,Illinois State University,male,,2018
Q1455079,player,United States of America,14 January 1951,Ron Behagen,,206 centimetre,,84 kilogram,Ron Behagen,English,,,New York City,University of Minnesota; DeWitt Clinton High School,male,1980,1973
Q1460162,player,United States of America,21 July 1942,Fred Hetzel,,203 centimetre,,100 kilogram,Fred Hetzel,English,,,"Washington, D.C.",Davidson College; Woodrow Wilson High School; Landon School,male,1971,1965
Q1448496,player,United States of America,17 November 1924,Joe Mullaney (basketball),,183 centimetre,,75 kilogram,Joe Mullaney,English,,,Long Island,College of the Holy Cross; Chaminade High School,male,1950,1949
Q29281952,player,Nigeria; United States of America,05 December 1994,Semi Ojeleye,,201 centimetre,,235 pound,Semi Ojeleye,,,,Overland Park,Ottawa High School; Southern Methodist University; Duke University; Duke University,male,,2017
Q30252279,player,United States of America,09 July 1996,Kevin Hervey,,81 inch,,230 pound,Kevin Hervey,,,,New Braunfels,University of Texas at Arlington; Bowie High School,male,,2018
Q1432596,player,United States of America,16 December 1959,Orlando Woolridge,,206 centimetre,,98 kilogram,Orlando Woolridge,English,,,Bernice,University of Notre Dame,male,1996,1981
Q29962976,player,United States of America,05 January 1995,Eric Mika,,208 centimetre,,104 kilogram,Eric Mika,,,,Salt Lake City,Brigham Young University; Lone Peak High School,male,,2017
Q1458331,player,United States of America,14 November 1968,Lionel Simmons,,201 centimetre,,95 kilogram,Lionel Simmons,English,,,Philadelphia,La Salle University; South Philadelphia High School,male,1997,1990
Q1442393,player,United States of America,20 January 1965,David Rivers,,183 centimetre,,77 kilogram,David Rivers,English,,,Jersey City,University of Notre Dame; St. Anthony High School,male,2001,1988
Q30077055,player,United States of America,11 July 1996,Cameron Oliver,,203 centimetre,,107 kilogram,Cameron Oliver,,,,Oakland,"Grant Union High School; University of Nevada, Reno",male,,2017
Q1458276,player,United States of America,16 April 1970,Walt Williams,,203 centimetre,,100 kilogram,Walt Williams,English,The Wizard,,"Washington, D.C.",Crossland High School; Forestville High School; University of Maryland,male,2003,
Q29167241,player,United States of America,19 February 1996,D. J. Wilson,,208 centimetre,,240 pound,D. J. Wilson,,,,Mount Shasta,University of Michigan,male,,2017
Q60040720,player,United States of America,01 May 1997,Brandon Sampson,,196 centimetre,,184 pound,Brandon Sampson,,,,Baton Rouge,Louisiana State University,male,,2018
Q1469046,player,United States of America,29 August 1930,Jim Walsh (basketball),,193 centimetre,,89 kilogram,Jim Walsh,English,,,San Francisco,Stanford University,male,1958,1957
Q60286895,player,United States of America,19 March 1995,Donte Grantham,,203 centimetre,,210 pound,Donte Grantham,,,,Martinsburg,Martinsburg High School; Clemson University,male,,2018
Q11323431,player,,13 April 1977,,,,,,Q11323431,,,,,,male,,
Q58090075,player,United States of America,09 November 1998,Marcus Garrett,,196 centimetre,,93 kilogram,Marcus Garrett,,,,Dallas,Skyline High School; University of Kansas,male,,
Q60679618,player,,24 May 1989,Natalie Sago,,,,,Natalie Sago,,,,St. Louis,,female,,
Q60736578,player,United States of America,28 April 1999,KZ Okpala,,206 centimetre,,210 pound,KZ Okpala,,,,Anaheim,Esperanza High School; Stanford University,male,,2019
Q32859236,player,United States of America,17 September 1992,Alfonzo McKinnie,,203 centimetre,,98 kilogram,Alfonzo McKinnie,,,,Chicago,John Marshall Metropolitan High School; Curie Metropolitan High School; Eastern Illinois University,male,,2015
Q60323818,player,United States of America,20 February 1999,Jarrett Culver,,78 inch,,195 pound,Jarrett Culver,,,,Lubbock,Texas Tech University,male,,2019
Q61173132,player,United States of America,22 May 2001,Isaiah Stewart,,206 centimetre,,240 pound,Isaiah Stewart,,,,Rochester,McQuaid Jesuit High School; La Lumiere School; University of Washington,male,,
Q36777259,player,Mexico,10 April 1993,Juan Toscano-Anderson,,1.98 metre,,375 pound,Juan Toscano-Anderson,,,,Oakland,Marquette University; Castro Valley High School,male,,2015
Q58422637,player,United States of America,07 February 2001,R. J. Hampton,,196 centimetre,,,R. J. Hampton,,,,Dallas,Little Elm High School,male,,2019
Q33108523,player,United States of America,17 April 1998,Marques Bolden,,83 inch,,246 pound,Marques Bolden,,,,Dallas,DeSoto High School; Duke University,male,,2019
Q33107991,player,United States of America,26 September 1996,Shake Milton,,78 inch,,205 pound,Shake Milton,,,,Rogers County,Southern Methodist University; Owasso High School,male,,2018
Q34634444,player,South Sudan; Australia,08 October 1992,Mangok Mathiang,,208 centimetre,,109 kilogram,Mangok Mathiang,,,,Juba,Emmanuel College; University of Louisville,male,,2017
Q7326861,player,United States of America,18 June 1982,,,78 inch,,212 pound,Richard Jeter,English,,,Jacksonville,Atlanta Metropolitan State College,male,,
Q1532914,player,Ukraine,25 August 1987,Viacheslav Kravtsov,,213 centimetre,,118 kilogram,Viacheslav Kravtsov,,,,Odesa,,male,,2005
Q1469693,player,United States of America,27 July 1947,Mack Calvin,,183 centimetre,,75 kilogram,Mack Calvin,English,,,Fort Worth,University of Southern California; Long Beach Polytechnic High School; Long Beach City College,male,1981,1969
Q1530759,player,United States of America,19 November 1981,Marcus Banks,,188 centimetre,,91 kilogram,Marcus Banks,English,,,Las Vegas,"Utah Tech University; University of Nevada, Las Vegas; Cimarron-Memorial High School",male,,2003
Q58092211,player,United States of America,20 April 2000,Ochai Agbaji,,1.96 metre,,,Ochai Agbaji,,,,Milwaukee,University of Kansas; Oak Park High School,male,,
Q39070726,player,Jamaica,29 November 1997,Nick Richards (basketball),,83 inch,,240 pound,Nick Richards,,,,Kingston,University of Kentucky; St. Patrick High School,male,,
Q1518156,player,United States of America,28 February 1993,Marquis Teague,,188 centimetre,,86 kilogram,Marquis Teague,English,,,Indianapolis,University of Kentucky; Pike High School,male,,2012
Q33120424,player,United States of America,,,,201 centimetre,,220 pound,Dan Henderson,,The Chairman,,Memphis,Arkansas State University,male,,
Q60286847,player,United States of America,03 March 1999,Markus Howard,,178 centimetre,,170 pound,Markus Howard,,,,Morristown,Marquette University; Perry High School,male,,
Q35489685,player,United States of America,02 February 1994,Antonius Cleveland,,78 inch,,195 pound,Antonius Cleveland,,,,Memphis,Southeast Missouri State University,male,,2017
Q1528032,player,United States of America,07 September 1915,Wibs Kautz,,183 centimetre,,82 kilogram,Wibs Kautz,English,,,Chicago,Tilden High School; Loyola University Chicago,male,1947,1939
Q1528141,player,United States of America,13 April 1931,Rollen Hans,,188 centimetre,,95 kilogram,Rollen Hans,English,Rollickin' Rolly from Poly,,Pasadena,Long Island University,male,,
Q1554023,player,Spain,27 May 1994,Willy Hernang%C3%B3mez,,208 centimetre,,113 kilogram,Willy Hernangómez,,,,Madrid,,male,,2011
Q35707505,player,United States of America,30 March 1970,Jean Prioleau,,74 inch,,185 pound,Jean Prioleau,,,,New York City,Teaneck High School; Fordham University,male,,
Q35172580,player,United States of America,14 September 1995,Jevon Carter,,74 inch,,91 kilogram,Jevon Carter,,,,Oak Park,Proviso East High School; West Virginia University,male,,2018
Q60636153,player,United States of America,08 July 1999,Ashton Hagans,,,,198 pound,Ashton Hagans,,,,Cartersville,Newton High School; University of Kentucky,male,,
Q32975555,player,United States of America,05 February 1974,,,188 centimetre,,190 pound,Merl Code,,,,Greenville,Clemson University,male,,
Q59209443,player,Canada,19 April 1999,Luguentz Dort,,189 centimetre,,215 pound,Luguentz Dort,,,,Montreal,Arizona State University; Arlington Country Day School,male,,2019
Q32860369,player,Canada,12 July 1998,Shai Gilgeous-Alexander,,78 inch,,180 pound,Shai Gilgeous-Alexander,,,,Toronto,University of Kentucky; Sir Allan MacNab Secondary School; St. Thomas More Catholic Secondary School,male,,2018
Q23772107,player,,05 November 1996,,,82 inch,,235 pound,Nikola lukic,,,,Aranđelovac,,male,,
Q55277654,player,,,,,,,,Michael Eversley,,,,,Chicago State University,male,,
Q1508678,player,United States of America,03 November 1928,George Yardley,,196 centimetre,,86 kilogram,George Yardley,English,,,Hollywood,Stanford University; Newport Harbor High School,male,1962,1953
Q41802407,player,,,,,,,,Doug Altenberger,,,,,University of Illinois at Urbana–Champaign,male,,
Q58091131,player,United States of America,02 August 1999,Devon Dotson,,188 centimetre,,185 pound,Devon Dotson,,,,Chicago,Providence Day School; University of Kansas,male,,
Q123502004,player,Mexico; United States of America,12 February 1987,,,,,,Blanca Burns,,,,Mexico,,female,,
Q60950296,player,United States of America,29 September 2000,Jaden McDaniels,,208 centimetre,,84 kilogram,Jaden McDaniels,,,,Federal Way,Federal Way High School; University of Washington,male,,
Q36293640,player,United States of America,18 March 1992,Stanton Kidd,,201 centimetre,,100 kilogram,Stanton Kidd,,,,Baltimore,South Plains College; Colorado State University; Edmondson-Westside High School; North Carolina Central University,male,,2015
Q58494697,player,United States of America,16 February 2000,Coby White,,196 centimetre,,191 pound,Coby White,,,,Goldsboro,University of North Carolina at Chapel Hill,male,,2019
Q59772224,player,,11 September 1972,,,82 inch,,220 pound,Ted Allen,,,,,University of Colorado Boulder,male,,
Q1469682,player,United States of America,03 November 1957,Steve Johnson (basketball),,208 centimetre,,107 kilogram,Steve Johnson,English,,,Akron,Cheyenne Mountain High School; San Gorgonio High School; Oregon State University,male,1991,1981
Q1469735,player,United States of America,17 July 1972,"Eric Williams (basketball, born 1972)",,203 centimetre,,100 kilogram,Eric Williams,English,,,Newark,Providence College; Malcolm X Shabazz High School; Vincennes University,male,2007,1995
Q58974788,player,United States of America,04 May 2000,Kevin Porter Jr.,,193 centimetre,,216 pound,Kevin Porter Jr.,,,,Seattle,University of Southern California; Rainier Beach High School,male,,2019
Q62083550,player,United States of America,11 June 1959,,,79 inch,,207 pound,Ernest Graham,,,,Baltimore,University of Maryland,male,,
Q60951627,player,United States of America,05 August 2001,Anthony Edwards (basketball),,1.96 metre,,102 kilogram,Anthony Edwards,,,,Atlanta,University of Georgia; Holy Spirit Preparatory School; Therrell High School,male,,
Q37486462,player,United States of America; South Sudan,16 November 1998,Bol Bol,,86 inch,,220 pound,Bol Bol,,,,Khartoum,Bishop Miege High School; Blue Valley Northwest High School; University of Oregon,male,,2019
Q60413246,player,United States of America,07 February 1995,Cameron Reynolds,,203 centimetre,,225 pound,Cameron Reynolds,,,,Pearland,Tulane University; Pearland High School,male,,2018
Q58009130,player,United States of America,09 February 2002,Jalen Green,,1.98 metre,,84 kilogram,Jalen Green,,,,Merced,San Joaquin Memorial High School,male,,
Q60520696,player,United States of America,09 December 1996,Haywood Highsmith,,196 centimetre; 201 centimetre,,100 kilogram; 220 pound,Haywood Highsmith,,,,Baltimore,Archbishop Curley High School; Wheeling University,male,,2018
Q59772314,player,United States of America,11 December 1969,Lewis Geter,,80 inch,,195 pound,Lewis Geter,,,,,University of Nebraska–Lincoln; Ohio University; Linden-McKinley High School,male,,
Q60674264,player,United States of America,25 November 2000,Talen Horton-Tucker,,193 centimetre,,234 pound,Talen Horton-Tucker,,,,Chicago,Iowa State University; Simeon Career Academy,male,,2019
Q35323780,player,United States of America,31 October 1993,Milton Doyle,,76 inch,,82 kilogram,Milton Doyle,,,,Chicago,Loyola University Chicago; John Marshall Metropolitan High School,male,,2017
Q37643108,player,United States of America,12 January 1993,Jamel Artis,,79 inch,,97 kilogram,Jamel Artis,,,,Baltimore,Notre Dame Preparatory School; University of Pittsburgh,male,,2017
Q58826767,player,United States of America,17 March 1971,,,,,,Ed Malloy,,,,Media,Philadelphia University; Cardinal O'Hara High School; Saint Joseph's University,male,,
Q32859536,player,Canada,28 March 1998,Lindell Wigginton,,74 inch,,184 pound,Lindell Wigginton,,,,Dartmouth,Woodlawn High School; Iowa State University,male,,2019
Q51046895,player,,,,,,,,"Steve Jones, Jr.",,,,,Arizona State University,male,,
Q1469707,player,United States of America,24 July 1958,Joe Barry Carroll,,213 centimetre,,102 kilogram,Joe Barry Carroll,English,,,Pine Bluff,East High School; Purdue University,male,1991,1980
Q1476337,player,Germany,29 January 1992,Maxi Kleber,,207 centimetre; 211 centimetre,,98 kilogram; 100 kilogram,Maximilian Kleber,,,,Würzburg,,male,,2011
Q63725516,player,,14 September 1985,,,,,,Brandon Adair,,,,,,male,,
Q33113645,player,United States of America,17 June 1997,Amir Coffey,,80 inch,,195 pound,Amir Coffey,,,,Hopkins,Hopkins High School; University of Minnesota,male,,2019
Q62083526,player,United States of America,10 June 1958,,,80 inch,,215 pound,Reggie Gaines,,,,Wilmington,,male,,
Q56253652,player,Trinidad and Tobago,03 February 1994,Johnny Hamilton (basketball),,,,230 pound,Johnny Hamilton,,,,Rio Claro,Virginia Tech,male,,2018
Q48869104,player,United States of America,02 September 1993,Dusty Hannahs,,191 centimetre,,195 pound,Dusty Hannahs,,,,Little Rock,Texas Tech University; University of Arkansas; Pulaski Academy,male,,2017
Q51683022,player,United States of America,18 June 1997,Jacob Evans,,198 centimetre,,95 kilogram,Jacob Evans,,,,Jacksonville,University of Cincinnati; St. Michael the Archangel High School,male,,2018
Q52004627,player,United States of America,01 November 1995,Joe Chealey,,191 centimetre,,190 pound,Joe Chealey,,,,Orlando,College of Charleston; Apopka High School,male,,2018
Q55136065,player,United States of America,22 February 1997,Jerome Robinson,,196 centimetre,,85 kilogram,Jerome Robinson,,,,Raleigh,Needham B. Broughton High School; Boston College,male,,2018
Q54861489,player,United States of America,28 October 1995,Jae%27Sean Tate,,1.96 metre,,230 pound,Jae'Sean Tate,,,,Toledo,Pickerington High School Central; Ohio State University,male,,2018
Q58007653,player,United States of America,17 April 1997,Juwan Morgan,,203 centimetre,,232 pound,Juwan Morgan,,,,Waynesville,Waynesville School District; Indiana University Bloomington,male,,2019
Q56282101,player,United States of America,06 April 1999,Louis King (basketball),,206 centimetre,,195 pound,Louis King,,,,Secaucus,Pope John XXIII Regional High School; University of Oregon; Hudson Catholic Regional High School; Roselle Catholic High School,male,,2019
Q53361884,player,United States of America,11 March 1997,Ray Spalding,,208 centimetre,,102 kilogram,Ray Spalding,,,,Louisville,Trinity High School; University of Louisville,male,,2018
Q52004728,player,United States of America,05 June 1995,J. P. Macura,,196 centimetre,,203 pound,J. P. Macura,,,,Lakeville,Xavier University; Lakeville North High School,male,,2018
Q53594529,player,United States of America,29 June 1998,Shamorie Ponds,,185 centimetre,,82 kilogram,Shamorie Ponds,,,,Brooklyn,Thomas Jefferson High School; St. John's University,male,,2019
Q50820763,player,United States of America,19 June 1999,Jordan Poole,,193 centimetre,,190 pound,Jordan Poole,,,,Milwaukee,La Lumiere School; University of Michigan; Rufus King International School – High School Campus,male,,2019
Q51132238,player,United States of America,09 April 1995,Jemerrio Jones,,196 centimetre,,95 kilogram,Jemerrio Jones,,,,Memphis,Melrose High School; New Mexico State University; Hill College,male,,2018
Q50248711,player,United States of America,19 September 1995,Jaylen Morris,,196 centimetre,,84 kilogram,Jaylen Morris,,,,Amherst,St. Joseph's Collegiate Institute; Molloy University,male,,2017
Q49692513,player,United States of America,08 June 1999,Anfernee Simons,,193 centimetre,,83 kilogram,Anfernee Simons,,,,Altamonte Springs,Edgewater High School,male,,2018
Q50990042,player,United States of America,04 May 1996,Jaylen Adams,,188 centimetre,,86 kilogram,Jaylen Adams,,,,Elkridge,Mount Saint Joseph High School; St. Bonaventure University,male,,2018
Q51337307,player,Lebanon; United States of America,21 July 1997,Omari Spellman,,206 centimetre,,115 kilogram,Omari Spellman,,,,Cleveland,Villanova University; North Royalton High School; St. Thomas More School; Middletown High School,male,,2018
Q50365734,player,United States of America,02 October 1995,Brandon Goodwin (basketball),,188 centimetre,,82 kilogram,Brandon Goodwin,,,,Norcross,Florida Gulf Coast University; Norcross High School; University of Central Florida,male,,2018
Q52928145,player,United States of America,30 August 1996,Melvin Frazier,,198 centimetre,,84 kilogram,Melvin Frazier,,,,New Orleans,L.W. Higgins High School; Tulane University,male,,2018
Q51337300,player,United States of America,04 November 1996,Eric Paschall,,201 centimetre,,116 kilogram,Eric Paschall,,,,Sleepy Hollow,Dobbs Ferry Union Free School District; St. Thomas More School; Fordham University,male,,2019
Q51337534,player,United States of America,February 1997,Drew Eubanks,,208 centimetre,,113 kilogram,Drew Eubanks,,,,Starkville,Reynolds High School; Oregon State University,male,,2018
Q57315550,player,United States of America,17 August 1994,Tahjere McCall,,196 centimetre,,86 kilogram,Tahjere McCall,,,,Philadelphia,Carver High School; Niagara University,male,,2017
Q53397350,player,United States of America,26 January 2000,Darius Garland,,1.88 metre,,175 pound,Darius Garland,,,,Gary,Brentwood Academy; Vanderbilt University,male,,2019
Q50380184,player,Nigeria,17 September 1999,Udoka Azubuike,,,,,Udoka Azubuike,,,,Lagos,University of Kansas,male,,
Q51654259,player,United States of America,15 November 1999,Jontay Porter,,,,,Jontay Porter,,,,Columbia,University of Missouri; Father Augustine Tolton Regional Catholic High School; Nathan Hale High School,male,,
Q50356393,player,United States of America,09 June 1997,Lamar Stevens,,,,230 pound,Lamar Stevens,,,,Philadelphia,Pennsylvania State University; The Haverford School; Roman Catholic High School,male,,
Q55386735,player,United States of America,10 September 1996,Quinndary Weatherspoon,,193 centimetre,,207 pound,Quinndary Weatherspoon,,,,Canton,Mississippi State University; Velma Jackson High School,male,,2019
Q51247599,player,Canada; Lithuania,08 January 1999,Ignas Brazdeikis,,208 centimetre,,221 pound,Ignas Brazdeikis,,,,Kaunas,Holy Trinity Catholic Secondary School; University of Michigan,male,,2019
Q56073240,player,United States of America,25 August 1995,Emanuel Terry,,206 centimetre,,220 pound,Emanuel Terry,,,,Birmingham,Lincoln Memorial University,male,,2018
Q54861626,player,United States of America,11 July 1995,Dakota Mathias,,193 centimetre; 1.93 metre,,91 kilogram,Dakota Mathias,,,,Elida,Purdue University; Elida High School,male,,2018
Q55622235,player,Montenegro,15 October 1999,"Marko Simonovi%C4%87 (basketball, born 1999)",,,,,Marko Simonović,,,,Kolašin,,male,,2015
Q53846950,player,United Kingdom; United States of America,30 March 1997,Admiral Schofield,,196 centimetre,,109 kilogram,Admiral Schofield,,,,St. Mary's Hospital,"University of Tennessee, Knoxville; Zion-Benton Township High School",male,,2019
Q54861141,player,United States of America,10 February 1995,Jared Terrell,,191 centimetre,,103 kilogram,Jared Terrell,,,,Weymouth,Brewster Academy; University of Rhode Island,male,,2018
Q56194631,player,Nigeria; United States of America,09 September 1998,Jordan Nwora,,2.06 metre,,,Jordan Nwora,,,,Buffalo,The Park School of Buffalo; University of Louisville; Vermont Academy,male,,
Q58008659,player,United States of America,15 May 2000,Cole Anthony,,1.91 metre,,84 kilogram,Cole Anthony,,,,Portland,University of North Carolina at Chapel Hill,male,,
Q50844632,player,United States of America,29 October 1997,Rawle Alkins,,196 centimetre,,102 kilogram; 225 pound,Rawle Alkins,,,,Brooklyn,University of Arizona; Word of God Christian Academy,male,,2018
Q50846550,player,Colombia,06 April 1994,Braian Angola,,1.98 metre,,195 pound,Braian Angola,,,,Villanueva,North Idaho College; Florida State University,male,,2018
Q50874765,player,Greece,20 November 1997,Kostas Antetokounmpo,,208 centimetre,,89 kilogram,Kostas Antetokounmpo,,,,Athens,Dominican High School; University of Dayton,male,,2018
Q55614905,player,United States of America,31 March 2001,James Wiseman,,2.16 metre,,109 kilogram,James Wiseman,,,,Nashville,East High School; University of Memphis; The Ensworth School,male,,
Q50938690,player,Australia; United States of America,04 March 1997,Matisse Thybulle,,196 centimetre,,195 pound,Matisse Thybulle,,,,Scottsdale,Eastside Catholic School; Skyline High School; University of Washington,male,,2019
Q55013949,player,United States of America,23 July 1997,Chris Clemons (basketball),,175 centimetre,,181 pound,Chris Clemons,,,,Raleigh,Millbrook High School; Campbell University,male,,2019
Q51557493,player,United States of America,08 May 1996,Khyri Thomas,,191 centimetre,,95 kilogram,Khyri Thomas,,,,Omaha,Omaha Benson High School Magnet; Creighton University; Fork Union Military Academy,male,,2018
Q55138460,player,United States of America,01 October 1998,Daniel Gafford,,211 centimetre,,238 pound,Daniel Gafford,,,,El Dorado,El Dorado High School; University of Arkansas,male,,2019
Q55238032,player,France,30 March 1999,Jaylen Hoard,,2.05 metre,,95 kilogram; 209 pound,Jaylen Hoard,,,,Le Havre,Wake Forest University; INSEP; Wesleyan Christian Academy,male,,2019
Q56513207,player,Canada,02 September 1998,Nickeil Alexander-Walker,,196 centimetre,,205 pound,Nickeil Alexander-Walker,,,,Toronto,Vaughan Secondary School; Virginia Tech,male,,2019
Q51120133,player,United States of America,07 July 1995,Devon Hall,,196 centimetre,,96 kilogram; 93 kilogram,Devon Hall,,,,Virginia Beach,University of Virginia; Cape Henry Collegiate School,male,,2018
Q56877018,player,United States of America,February 1996,Marcus Derrickson,,201 centimetre,,113 kilogram,Marcus Derrickson,,,,"Washington, D.C.",Brewster Academy; Georgetown University; Paul VI Catholic High School,male,,2018
Q55386650,player,Philippines,11 May 2002,Kai Sotto,,2.21 metre,,,Kai Sotto,,,,Las Piñas,,male,,
Q55386730,player,Canada,20 June 1998,Oshae Brissett,,203 centimetre; 201 centimetre,,210 pound,Oshae Brissett,,,,Toronto,Athlete Institute; Findlay Prep; St. Aloysius Gonzaga Secondary School; Syracuse University,male,,2019
Q55367789,player,United States of America,28 September 1995,Caleb Martin (basketball),,196 centimetre,,93 kilogram,Caleb Martin,,,,Mocksville,Davie County High School; North Carolina State University; Oak Hill Academy,male,,2019
Q55386728,player,United States of America,09 December 1997,Zach Norvell Jr.,,196 centimetre,,205 pound,Zach Norvell Jr.,,,,Chicago,Simeon Career Academy; Gonzaga University,male,,2019
Q51337526,player,United States of America,26 April 1996,Chandler Hutchison,,201 centimetre,,89 kilogram,Chandler Hutchison,,,,Mission Viejo,Mission Viejo High School; Boise State University,male,,2018
Q51318989,player,United States of America,31 January 1997,Donte DiVincenzo,,196 centimetre,,93 kilogram,Donte DiVincenzo,,,,Newark,Villanova University; Salesianum School,male,,2018
Q54009923,player,United States of America,15 March 1996,Matt Farrell,,,,,Matt Farrell,,,,New Brunswick,Point Pleasant Beach High School; University of Notre Dame,male,,2018
Q57084821,player,France,12 June 2001,Th%C3%A9o Maledon,,1.93 metre,,77 kilogram,Théo Maledon,,,,Rouen,,male,,2017
Q52004832,player,Nigeria; United States of America,22 March 1997,Chimezie Metu,,208 centimetre,,99 kilogram,Chimezie Metu,Igbo,,,Los Angeles,University of Southern California; Lawndale High School,male,,2018
Q55583972,player,United States of America,09 April 1996,Jordan McLaughlin,,180 centimetre,,185 pound,Jordan McLaughlin,,,,Pasadena,University of Southern California; Etiwanda High School,male,,2018
Q50527655,player,United States of America,16 November 1994,Gary Clark (basketball),,203 centimetre,,102 kilogram,Gary Clark,,,,Smithfield,Clayton High School; University of Cincinnati,male,,2018
Q52345678,player,United States of America,08 October 1996,Devontae Cacok,,201 centimetre,,240 pound,Devontae Cacok,,,,Chicago,University of North Carolina Wilmington; Alpharetta High School,male,,2019
Q50695454,player,United States of America,06 July 1995,Jairus Lyles,,188 centimetre; 74 inch,,79 kilogram; 175 pound,Jairus Lyles,,,,Silver Spring,"DeMatha Catholic High School; University of Maryland, Baltimore County; Virginia Commonwealth University",male,,2018
Q50874963,player,United States of America,28 May 1998,De%27Anthony Melton,,193 centimetre,,86 kilogram,De'Anthony Melton,,,,North Hollywood,University of Southern California; Crespi Carmelite High School,male,,2018
Q54860931,player,United States of America,03 March 1996,Cameron Johnson,,206 centimetre,,205 pound,Cameron Johnson,,,,Moon Township,University of North Carolina at Chapel Hill; University of Pittsburgh,male,,2019
Q56087018,player,United States of America,12 June 2000,Darius Bazley,,203 centimetre,,208 pound,Darius Bazley,,,,Boston,Princeton High School,male,,2019
Q55367808,player,United States of America,05 August 1995,Nick King (basketball),,,,225 pound,Nick King,,,,Memphis,East High School; University of Memphis,male,,2018
Q50879812,player,United States of America,20 November 1996,Dean Wade,,208 centimetre,,228 pound,Dean Wade,,,,Wichita,Kansas State University,male,,2019
Q56250275,player,United States of America,16 March 2000,Jalen Smith,,2.08 metre,,225 pound,Jalen Smith,,,,Portsmouth,Mount Saint Joseph High School; University of Maryland,male,,
Q55183425,player,Nigeria,20 October 2000,Charles Bassey,,,,,Charles Bassey,,,,Lagos,Western Kentucky University,male,,
Q48977473,player,United States of America,22 May 1997,Tyler Davis (basketball),,208 centimetre,,121 kilogram,Tyler Davis,,,,San Jose,Plano West Senior High School; Texas A&M University,male,,2018
Q51120418,player,,,Ivan Daniels,,,,235 pound,Ivan Daniels,,,,,,male,,
Q55102402,player,Australia,16 November 2000,Josh Green (basketball),,1.96 metre,,,Josh Green,,,,Sydney,University of Arizona,male,,
Q51337587,player,United States of America,15 August 1996,Bruce Brown (basketball),,196 centimetre,,86 kilogram,Bruce Brown Jr.,,,,Boston,University of Miami,male,,2018
Q55292062,player,United States of America,15 January 1994,"George King (basketball, born 1994)",,198 centimetre; 1.98 metre,,100 kilogram; 220 pound,George King,,,,Fayetteville,William J. Brennan High School; University of Colorado Boulder,male,,2018
Q55433150,player,United States of America,17 June 1999,Immanuel Quickley,,1.91 metre,,188 pound,Immanuel Quickley,,,,Havre de Grace,The John Carroll School; University of Kentucky,male,,
Q55642429,player,United States of America,10 January 1998,Tremont Waters,,178 centimetre,,79 kilogram,Tremont Waters,,,,New Haven,Notre Dame High School; Louisiana State University,male,,2019
Q52456473,player,United States of America,04 June 1999,Zhaire Smith,,193 centimetre,,91 kilogram,Zhaire Smith,,,,Garland,Texas Tech University; Lakeview Centennial High School,male,,2018
Q50363033,player,United States of America,30 November 1998,Grant Williams (basketball),,198 centimetre,,109 kilogram,Grant Williams,,,,Houston,"University of Tennessee, Knoxville; University of Tennessee, Knoxville; Providence Day School",male,,2019
Q51120738,player,United States of America,11 October 1999,Keldon Johnson,,198 centimetre,,96 kilogram,Keldon Johnson,,,,Chesterfield Court House,University of Kentucky; Oak Hill Academy,male,,2019
Q51580022,player,United States of America,27 October 1997,Justin Wright-Foreman,,183 centimetre,,86 kilogram,Justin Wright-Foreman,,,,Queens,"High School for Construction Trades, Engineering and Architecture; Hofstra University",male,,2019
Q53871110,player,United States of America,02 December 1994,Kenrich Williams,,201 centimetre,,95 kilogram,Kenrich Williams,,,,Waco,Texas Christian University; University High School,male,,2018
Q55830445,player,United States of America,29 November 1995,Daryl Macon,,191 centimetre,,84 kilogram,Daryl Macon,,,,Little Rock,Holmes Community College; University of Arkansas,male,,2018
Q55604604,player,United States of America,21 December 1995,B. J. Johnson (basketball),,201 centimetre,,185 pound; 200 pound,B.J. Johnson,,,,Philadelphia,La Salle University; Syracuse University; Lower Merion High School,male,,2018
Q55641235,player,Spanish,26 August 1998,Naz Reid,,206 centimetre,,255 pound,Nazreon Reid,,,,Asbury Park,Louisiana State University; Roselle Catholic High School,male,,2019
Q54311721,player,United States of America,27 August 1998,Kevin Huerter,,201 centimetre,,86 kilogram,Kevin Huerter,,,,Albany,University of Maryland; Shenendehowa High School,male,,2018
Q51754648,player,United States of America,03 September 1996,D. J. Hogg,,,,,D. J. Hogg,,,,Columbus,Plano West Senior High School; Texas A&M University,male,,2018
Q51337517,player,Nigeria; United States of America,01 September 1998,Josh Okogie,,193 centimetre,,97 kilogram,Josh Okogie,,,,Lagos,Shiloh High School; Georgia Tech,male,,2018
Q55368019,player,United States of America,28 September 1995,Cody Martin (basketball),,198 centimetre,,91 kilogram,Cody Martin,,,,Mocksville,Davie County High School; North Carolina State University; Oak Hill Academy,male,,2019
